OrderDetailsID,OrderID,ProductID,Discount,Quantity
OD002055,CA-2017-120376,TEC-AC-10000844,0.0,1
OD002056,CA-2017-120376,FUR-TA-10004534,0.0,2
OD002057,CA-2014-106439,OFF-FA-10002975,0.0,3
OD002058,CA-2014-106439,OFF-ST-10003996,0.0,5
OD002059,CA-2014-106439,OFF-BI-10002571,0.2,2
OD002060,CA-2014-106439,OFF-PA-10000477,0.0,13
OD002061,CA-2014-106439,OFF-BI-10004209,0.2,3
OD002062,CA-2014-106439,OFF-ST-10001963,0.0,4
OD002063,CA-2014-106439,FUR-CH-10003833,0.2,3
OD002064,CA-2014-106439,TEC-AC-10004568,0.0,9
OD002065,CA-2014-106439,OFF-AR-10001419,0.0,3
OD002066,CA-2015-133452,TEC-AC-10002800,0.0,4
OD002067,CA-2015-133452,FUR-TA-10003954,0.2,3
OD002068,CA-2016-146521,OFF-BI-10000301,0.7,1
OD002069,US-2017-110996,FUR-CH-10003956,0.2,5
OD002070,CA-2016-129693,OFF-BI-10002954,0.2,2
OD002071,CA-2017-122504,TEC-AC-10003289,0.0,3
OD002072,CA-2017-122504,TEC-PH-10002468,0.2,7
OD002073,CA-2014-131051,FUR-FU-10001861,0.0,3
OD002074,CA-2017-140676,OFF-PA-10004082,0.0,5
OD002075,CA-2017-140676,OFF-AP-10000358,0.0,7
OD002076,CA-2017-140676,OFF-PA-10004243,0.0,5
OD002077,CA-2015-120103,OFF-PA-10001295,0.2,7
OD002078,CA-2015-120103,TEC-PH-10002170,0.2,2
OD002079,CA-2015-120103,FUR-FU-10002885,0.2,2
OD002080,CA-2017-104647,OFF-PA-10002870,0.0,6
OD002081,CA-2014-110352,OFF-LA-10003923,0.2,2
OD002082,CA-2016-140501,OFF-LA-10003510,0.0,4
OD002083,CA-2016-140501,OFF-LA-10000248,0.0,5
OD002084,CA-2016-140501,OFF-ST-10000060,0.0,5
OD002085,CA-2016-140501,OFF-PA-10003129,0.0,3
OD002086,CA-2016-140501,OFF-FA-10004076,0.0,2
OD002087,CA-2015-139290,OFF-LA-10004008,0.0,2
OD002088,CA-2017-166142,OFF-BI-10004094,0.0,3
OD002089,CA-2017-166142,FUR-TA-10004607,0.3,3
OD002090,CA-2014-145926,FUR-CH-10004289,0.0,5
OD002091,CA-2015-149678,OFF-SU-10004498,0.0,1
OD002092,US-2015-164357,OFF-AR-10001177,0.2,5
OD002093,US-2016-146570,OFF-BI-10001718,0.0,8
OD002094,US-2016-146570,OFF-AR-10004602,0.0,4
OD002095,US-2016-146570,OFF-AR-10003856,0.0,3
OD002096,CA-2017-124401,OFF-ST-10000649,0.2,3
OD002097,CA-2017-124401,TEC-AC-10002926,0.2,7
OD002098,US-2014-140116,OFF-ST-10000078,0.2,3
OD002099,US-2014-140116,OFF-AR-10001044,0.2,4
OD002100,CA-2014-123295,FUR-CH-10002372,0.2,4
OD002101,CA-2017-167101,OFF-PA-10000357,0.0,4
OD002102,CA-2017-167101,TEC-AC-10001266,0.0,2
OD002103,US-2014-167633,OFF-PA-10004888,0.2,3
OD002104,US-2014-152723,OFF-BI-10003460,0.8,1
OD002105,CA-2015-164882,OFF-PA-10000157,0.0,1
OD002106,CA-2015-164882,OFF-BI-10004519,0.2,3
OD002107,CA-2015-164882,OFF-AR-10004272,0.0,3
OD002108,CA-2015-164882,OFF-FA-10000585,0.0,5
OD002109,CA-2015-164882,FUR-CH-10004218,0.2,4
OD002110,CA-2015-164882,OFF-SU-10004231,0.0,3
OD002111,CA-2015-164882,TEC-PH-10001578,0.2,4
OD002112,CA-2015-164882,OFF-ST-10003638,0.0,2
OD002113,CA-2015-164882,FUR-BO-10002213,0.15,1
OD002114,CA-2015-159786,FUR-TA-10001307,0.4,1
OD002115,CA-2016-130267,OFF-PA-10002222,0.0,7
OD002116,CA-2017-155460,OFF-PA-10002479,0.0,1
OD002117,CA-2017-155460,OFF-BI-10003091,0.2,5
OD002118,US-2017-168690,OFF-BI-10000145,0.7,3
OD002119,CA-2017-158246,FUR-CH-10003061,0.2,3
OD002120,CA-2017-167381,FUR-BO-10001972,0.0,2
OD002121,CA-2017-167381,OFF-LA-10000134,0.0,9
OD002122,CA-2017-144862,OFF-EN-10003040,0.2,5
OD002123,CA-2017-144862,TEC-PH-10000923,0.4,7
OD002124,CA-2014-126032,TEC-AC-10000158,0.2,3
OD002125,CA-2015-134859,FUR-FU-10003623,0.2,3
OD002126,CA-2015-134859,OFF-PA-10001293,0.2,4
OD002127,US-2014-114188,OFF-AP-10000124,0.0,4
OD002128,US-2014-114188,OFF-AR-10004511,0.0,9
OD002129,US-2014-114188,FUR-FU-10000076,0.0,7
OD002130,CA-2015-156524,OFF-PA-10003883,0.0,3
OD002131,CA-2015-122210,OFF-BI-10003656,0.7,3
OD002132,CA-2015-122210,OFF-FA-10000053,0.2,7
OD002133,CA-2015-122210,TEC-PH-10002807,0.4,4
OD002134,CA-2015-156377,FUR-FU-10002364,0.6,5
OD002135,CA-2015-156377,OFF-BI-10002954,0.8,4
OD002136,US-2017-157896,OFF-PA-10004092,0.0,3
OD002137,CA-2014-159520,OFF-BI-10003982,0.2,9
OD002138,CA-2014-159520,OFF-SU-10001664,0.0,2
OD002139,CA-2014-159520,FUR-TA-10003238,0.4,3
OD002140,CA-2016-155481,OFF-PA-10004675,0.2,6
OD002141,CA-2016-155481,TEC-PH-10002293,0.4,2
OD002142,CA-2016-155481,OFF-FA-10002780,0.2,7
OD002143,US-2016-152051,FUR-CH-10002965,0.3,3
OD002144,US-2016-152051,OFF-BI-10004781,0.7,4
OD002145,US-2016-152051,OFF-ST-10001713,0.2,6
OD002146,CA-2014-141607,FUR-FU-10003975,0.0,1
OD002147,CA-2017-102771,TEC-PH-10001536,0.0,5
OD002148,US-2017-139969,FUR-CH-10001973,0.3,3
OD002149,CA-2014-167360,TEC-AC-10001772,0.0,7
OD002150,CA-2015-123505,OFF-PA-10002586,0.0,3
OD002151,CA-2016-117282,OFF-BI-10004094,0.2,2
OD002152,US-2016-120460,FUR-FU-10004973,0.6,3
OD002153,CA-2016-111115,OFF-FA-10000624,0.0,6
OD002154,CA-2014-124646,OFF-ST-10001097,0.0,3
OD002155,CA-2014-124646,OFF-ST-10001469,0.0,3
OD002156,CA-2017-148166,OFF-AR-10004956,0.2,4
OD002157,CA-2016-159737,OFF-BI-10004236,0.8,3
OD002158,CA-2016-141019,FUR-FU-10002937,0.2,1
OD002159,CA-2016-101938,OFF-AR-10003696,0.0,1
OD002160,CA-2017-166296,OFF-PA-10004359,0.0,3
OD002161,CA-2016-154018,TEC-AC-10002402,0.2,3
OD002162,CA-2016-154018,OFF-PA-10000551,0.2,2
OD002163,CA-2016-154018,FUR-FU-10003394,0.6,5
OD002164,CA-2016-154018,OFF-AR-10002067,0.2,1
OD002165,CA-2016-154018,OFF-BI-10004140,0.8,7
OD002166,CA-2017-117870,OFF-AR-10004078,0.2,3
OD002167,CA-2017-117870,TEC-AC-10000927,0.2,3
OD002168,CA-2017-117870,TEC-PH-10003931,0.4,3
OD002169,US-2017-137491,FUR-CH-10004675,0.3,2
OD002170,CA-2014-152296,OFF-BI-10004506,0.2,3
OD002171,CA-2016-112025,OFF-BI-10002353,0.8,3
OD002172,CA-2015-132507,OFF-ST-10000943,0.2,4
OD002173,CA-2016-125738,OFF-PA-10000740,0.0,2
OD002174,CA-2016-125738,OFF-PA-10003001,0.0,9
OD002175,CA-2016-125738,OFF-BI-10001628,0.2,5
OD002176,CA-2016-125738,OFF-PA-10001509,0.0,8
OD002177,CA-2016-128818,OFF-BI-10000309,0.2,7
OD002178,CA-2016-128818,OFF-LA-10003923,0.0,3
OD002179,CA-2016-128818,FUR-CH-10002084,0.1,4
OD002180,CA-2016-128818,TEC-MA-10000488,0.0,5
OD002181,CA-2016-128818,TEC-AC-10001767,0.0,5
OD002182,CA-2016-128818,FUR-FU-10001940,0.0,8
OD002183,CA-2017-124576,OFF-BI-10002735,0.2,2
OD002184,CA-2016-101378,TEC-AC-10002345,0.0,2
OD002185,CA-2017-143063,OFF-EN-10003134,0.0,6
OD002186,CA-2017-143063,FUR-FU-10003708,0.0,2
OD002187,CA-2017-143063,TEC-PH-10003645,0.0,9
OD002188,CA-2016-118913,OFF-AP-10000692,0.0,3
OD002189,CA-2016-128412,OFF-BI-10001718,0.2,3
OD002190,CA-2016-128412,OFF-AP-10002082,0.0,3
OD002191,CA-2016-128412,OFF-PA-10001125,0.0,4
OD002192,CA-2016-128412,OFF-AP-10000252,0.0,3
OD002193,CA-2016-128412,TEC-AC-10003038,0.0,5
OD002194,CA-2016-136483,OFF-AR-10000940,0.2,2
OD002195,CA-2014-163013,OFF-AR-10001954,0.0,3
OD002196,CA-2015-135363,OFF-PA-10003177,0.2,3
OD002197,CA-2015-135363,OFF-PA-10000533,0.2,1
OD002198,US-2014-165659,FUR-FU-10001935,0.0,6
OD002199,US-2014-165659,TEC-PH-10002563,0.0,7
OD002200,CA-2015-138002,OFF-BI-10002160,0.2,2
OD002201,CA-2015-138002,FUR-FU-10004748,0.0,3
OD002202,CA-2015-128860,FUR-FU-10001473,0.2,1
OD002203,CA-2016-164350,OFF-AR-10000538,0.2,3
OD002204,US-2014-103905,OFF-BI-10001098,0.8,7
OD002205,US-2014-103905,TEC-PH-10001552,0.2,4
OD002206,CA-2015-129854,OFF-AR-10000390,0.0,4
OD002207,CA-2014-125556,TEC-PH-10001079,0.0,7
OD002208,CA-2014-125556,OFF-BI-10003460,0.0,10
OD002209,CA-2016-162313,OFF-AP-10003842,0.1,6
OD002210,CA-2017-107874,FUR-FU-10003535,0.0,1
OD002211,CA-2017-129378,OFF-BI-10002012,0.2,1
OD002212,CA-2017-129378,OFF-BI-10001922,0.2,13
OD002213,CA-2017-129378,OFF-AP-10000576,0.0,2
OD002214,CA-2017-129378,FUR-CH-10000553,0.2,4
OD002215,CA-2014-151953,OFF-AR-10003469,0.2,2
OD002216,CA-2017-130841,OFF-BI-10000145,0.2,4
OD002217,CA-2017-130841,OFF-ST-10001580,0.0,1
OD002218,CA-2017-130841,TEC-PH-10001817,0.2,4
OD002219,CA-2015-131884,TEC-PH-10001578,0.4,2
OD002220,CA-2015-131884,OFF-AR-10004078,0.2,8
OD002221,CA-2015-131884,FUR-CH-10004860,0.3,1
OD002222,CA-2017-121909,OFF-PA-10003790,0.2,3
OD002223,CA-2016-106383,FUR-BO-10002202,0.7,1
OD002224,CA-2017-130771,OFF-FA-10003059,0.2,2
OD002225,CA-2017-130771,TEC-PH-10002496,0.2,1
OD002226,CA-2016-139157,FUR-TA-10003238,0.4,1
OD002227,CA-2014-128055,OFF-BI-10004390,0.2,2
OD002228,CA-2014-128055,OFF-AP-10002765,0.0,2
OD002229,CA-2017-157091,FUR-FU-10000293,0.0,5
OD002230,CA-2017-132122,OFF-ST-10003692,0.2,5
OD002231,CA-2015-123232,TEC-PH-10001051,0.2,4
OD002232,CA-2017-104066,TEC-AC-10001013,0.0,7
OD002233,CA-2015-145849,OFF-ST-10000025,0.0,2
OD002234,CA-2015-145849,OFF-AR-10000817,0.0,8
OD002235,CA-2016-122322,OFF-SU-10000952,0.0,5
OD002236,CA-2017-166849,FUR-FU-10004597,0.6,2
OD002237,CA-2016-146633,OFF-BI-10003527,0.2,1
OD002238,CA-2016-146633,OFF-BI-10002982,0.2,7
OD002239,US-2016-126893,TEC-PH-10004165,0.4,3
OD002240,CA-2017-103380,OFF-ST-10003442,0.0,2
OD002241,CA-2017-103380,OFF-AR-10003856,0.0,2
OD002242,CA-2017-103380,OFF-FA-10004248,0.0,2
OD002243,CA-2017-103380,OFF-AP-10001492,0.0,1
OD002244,CA-2017-103380,TEC-PH-10004165,0.2,3
OD002245,CA-2015-116092,OFF-PA-10004285,0.0,2
OD002246,CA-2015-116092,OFF-BI-10001628,0.2,5
OD002247,CA-2015-116092,OFF-BI-10000546,0.2,5
OD002248,CA-2015-116092,OFF-AP-10001391,0.0,6
OD002249,CA-2015-116092,OFF-PA-10000477,0.0,3
OD002250,CA-2016-117849,OFF-PA-10004327,0.0,3
OD002251,CA-2015-169201,OFF-AP-10000696,0.0,3
OD002252,CA-2015-169201,OFF-AP-10002082,0.0,2
OD002253,CA-2016-164091,TEC-PH-10001944,0.0,3
OD002254,CA-2016-164091,FUR-FU-10004952,0.0,2
OD002255,CA-2017-105214,FUR-CH-10000015,0.2,7
OD002256,CA-2017-105214,OFF-PA-10001776,0.0,2
OD002257,CA-2015-117611,OFF-FA-10002280,0.0,1
OD002258,CA-2015-117611,TEC-AC-10002049,0.0,3
OD002259,US-2015-137960,TEC-AC-10002253,0.0,1
OD002260,CA-2017-122994,FUR-BO-10004015,0.0,3
OD002261,CA-2016-131065,TEC-AC-10004145,0.0,2
OD002262,CA-2016-131065,OFF-PA-10002479,0.0,1
OD002263,CA-2016-131065,OFF-BI-10004970,0.0,2
OD002264,CA-2017-149146,OFF-PA-10003919,0.2,2
OD002265,CA-2017-137470,OFF-PA-10002001,0.0,2
OD002266,CA-2017-105480,OFF-PA-10002787,0.0,1
OD002267,CA-2017-105480,OFF-BI-10003291,0.2,1
OD002268,CA-2017-164917,OFF-AR-10004344,0.2,5
OD002269,CA-2015-102036,OFF-ST-10003123,0.0,6
OD002270,CA-2015-142944,FUR-FU-10000308,0.0,7
OD002271,CA-2015-142944,TEC-CO-10003763,0.2,2
OD002272,CA-2014-157882,FUR-TA-10001866,0.2,1
OD002273,CA-2014-157882,FUR-CH-10002774,0.2,3
OD002274,CA-2014-104283,OFF-ST-10004337,0.0,5
OD002275,CA-2014-104283,FUR-TA-10001039,0.0,1
OD002276,CA-2014-104283,TEC-AC-10000109,0.0,4
OD002277,CA-2017-142622,FUR-CH-10003833,0.2,2
OD002278,CA-2017-142622,FUR-CH-10004289,0.2,8
OD002279,CA-2017-142622,FUR-BO-10004467,0.0,2
OD002280,CA-2016-132143,OFF-PA-10002713,0.0,7
OD002281,CA-2015-153108,TEC-PH-10001552,0.0,2
OD002282,CA-2015-153108,OFF-AP-10002222,0.0,7
OD002283,CA-2016-112676,OFF-PA-10003971,0.2,3
OD002284,CA-2017-165687,OFF-AP-10004036,0.0,2
OD002285,US-2017-112928,OFF-AP-10002287,0.2,5
OD002286,CA-2017-143343,OFF-AR-10002375,0.0,5
OD002287,CA-2017-115154,FUR-TA-10001950,0.0,2
OD002288,CA-2015-149342,TEC-PH-10001557,0.0,3
OD002289,CA-2015-149342,FUR-FU-10002937,0.0,6
OD002290,CA-2015-149342,OFF-PA-10001166,0.0,2
OD002291,CA-2015-130995,TEC-PH-10000347,0.0,1
OD002292,CA-2017-127929,FUR-FU-10003708,0.0,3
OD002293,CA-2015-113145,OFF-PA-10002659,0.0,4
OD002294,CA-2015-113145,FUR-FU-10000965,0.0,5
OD002295,CA-2015-113145,TEC-PH-10001527,0.0,1
OD002296,CA-2015-113145,TEC-AC-10001838,0.0,7
OD002297,CA-2015-113145,TEC-PH-10002597,0.0,4
OD002298,CA-2014-162362,OFF-BI-10000756,0.0,3
OD002299,CA-2014-162362,OFF-BI-10000546,0.0,4
OD002300,CA-2016-106558,TEC-AC-10001142,0.0,4
OD002301,CA-2017-157931,FUR-CH-10000785,0.0,4
OD002302,CA-2017-157931,OFF-PA-10000474,0.0,3
OD002303,CA-2016-115574,FUR-BO-10003441,0.3,2
OD002304,CA-2015-160794,OFF-PA-10004156,0.2,3
OD002305,CA-2017-116225,TEC-AC-10001432,0.0,5
OD002306,US-2017-120418,FUR-CH-10001394,0.2,1
OD002307,US-2017-120418,OFF-ST-10002370,0.2,4
OD002308,US-2017-120418,OFF-AR-10002956,0.2,5
OD002309,US-2017-120418,OFF-AR-10001955,0.2,1
OD002310,US-2017-120418,OFF-ST-10001809,0.2,3
OD002311,CA-2017-122035,OFF-LA-10004093,0.0,2
OD002312,CA-2017-122035,OFF-AP-10002118,0.0,2
OD002313,CA-2017-122035,OFF-BI-10000404,0.0,5
OD002314,CA-2017-122035,FUR-CH-10003833,0.0,3
OD002315,CA-2017-122035,OFF-BI-10002072,0.0,7
OD002316,CA-2017-122035,TEC-AC-10003095,0.0,3
OD002317,CA-2015-117828,OFF-AP-10001563,0.0,4
OD002318,CA-2017-165491,TEC-AC-10000358,0.0,7
OD002319,CA-2015-109470,OFF-BI-10004492,0.0,3
OD002320,CA-2015-109470,OFF-BI-10001072,0.0,4
OD002321,CA-2015-109470,OFF-BI-10003707,0.0,5
OD002322,CA-2015-109470,OFF-BI-10000977,0.0,12
OD002323,CA-2015-105102,OFF-BI-10002082,0.2,3
OD002324,CA-2015-105102,FUR-BO-10004709,0.2,1
OD002325,CA-2015-105102,OFF-PA-10002365,0.0,2
OD002326,CA-2017-138422,OFF-EN-10004147,0.2,3
OD002327,US-2015-147739,FUR-FU-10001468,0.2,4
OD002328,CA-2016-155187,OFF-ST-10000642,0.0,2
OD002329,CA-2016-155187,OFF-PA-10000380,0.0,5
OD002330,CA-2017-169285,OFF-PA-10004071,0.0,5
OD002331,CA-2017-169285,OFF-PA-10004971,0.0,1
OD002332,CA-2014-140886,OFF-AP-10000696,0.2,6
OD002333,CA-2017-152695,OFF-EN-10004030,0.0,3
OD002334,CA-2017-152695,OFF-AP-10000026,0.0,7
OD002335,CA-2014-110639,OFF-PA-10003936,0.0,4
OD002336,CA-2014-110639,OFF-PA-10004530,0.0,4
OD002337,CA-2014-121727,OFF-AR-10004930,0.2,2
OD002338,CA-2016-137736,OFF-AR-10004999,0.0,7
OD002339,US-2014-143231,FUR-FU-10002501,0.0,5
OD002340,US-2014-143231,TEC-AC-10000358,0.0,3
OD002341,US-2014-155894,OFF-ST-10004804,0.2,3
OD002342,CA-2016-119025,OFF-AP-10001205,0.0,9
OD002343,CA-2016-159373,OFF-PA-10000659,0.2,5
OD002344,CA-2016-159373,OFF-BI-10004141,0.8,2
OD002345,CA-2016-159373,FUR-TA-10004619,0.3,5
OD002346,CA-2017-109701,OFF-BI-10004187,0.2,6
OD002347,CA-2017-109701,OFF-BI-10000632,0.2,2
OD002348,CA-2017-109701,OFF-PA-10003724,0.0,2
OD002349,CA-2017-109701,OFF-AP-10002765,0.0,3
OD002350,CA-2017-109701,OFF-AR-10001868,0.0,6
OD002351,CA-2015-111514,FUR-BO-10002545,0.15,7
OD002352,CA-2015-111514,OFF-BI-10002735,0.2,5
OD002353,CA-2015-111514,TEC-AC-10004864,0.0,1
OD002354,CA-2015-111514,TEC-MA-10000597,0.2,3
OD002355,US-2014-148838,FUR-TA-10003473,0.4,7
OD002356,US-2014-148838,FUR-TA-10001950,0.4,4
OD002357,US-2014-148838,FUR-TA-10004175,0.4,3
OD002358,US-2014-148838,OFF-PA-10002960,0.0,7
OD002359,US-2014-148838,OFF-PA-10000919,0.0,4
OD002360,CA-2017-136497,OFF-BI-10001553,0.7,5
OD002361,US-2016-108637,FUR-FU-10004864,0.0,2
OD002362,US-2016-108637,OFF-AP-10004540,0.0,2
OD002363,US-2016-108637,OFF-BI-10004965,0.0,4
OD002364,CA-2014-102295,FUR-CH-10001714,0.2,1
OD002365,CA-2017-123659,OFF-PA-10002464,0.0,4
OD002366,US-2016-129469,FUR-FU-10002298,0.2,6
OD002367,US-2016-129469,OFF-AR-10000315,0.2,2
OD002368,CA-2017-155152,TEC-AC-10004353,0.0,4
OD002369,CA-2016-159940,FUR-FU-10004973,0.6,8
OD002370,CA-2016-159940,OFF-FA-10000936,0.2,1
OD002371,CA-2016-159940,OFF-PA-10001609,0.2,9
OD002372,CA-2016-159940,FUR-CH-10000785,0.3,2
OD002373,CA-2017-119669,OFF-FA-10000053,0.0,3
OD002374,US-2014-164616,OFF-BI-10001718,0.7,4
OD002375,US-2014-164616,OFF-SU-10004768,0.2,2
OD002376,CA-2015-148628,OFF-PA-10003883,0.0,5
OD002377,CA-2016-118052,OFF-FA-10004248,0.2,2
OD002378,CA-2016-118052,OFF-PA-10002581,0.2,2
OD002379,CA-2016-118052,FUR-FU-10004848,0.2,7
OD002380,US-2017-117534,OFF-AP-10002403,0.0,4
OD002381,US-2017-117534,OFF-AR-10003087,0.0,9
OD002382,US-2017-117534,OFF-BI-10002026,0.2,4
OD002383,US-2017-117534,TEC-PH-10000141,0.2,4
OD002384,US-2017-117534,TEC-CO-10000971,0.2,2
OD002385,CA-2015-145065,OFF-FA-10001229,0.0,2
OD002386,CA-2015-145065,OFF-BI-10002437,0.2,2
OD002387,US-2015-127040,OFF-PA-10004255,0.0,1
OD002388,US-2015-127040,OFF-PA-10001184,0.0,7
OD002389,US-2015-127040,TEC-AC-10002637,0.0,9
OD002390,US-2015-127040,FUR-FU-10002878,0.0,4
OD002391,CA-2016-128111,OFF-AR-10000588,0.0,2
OD002392,CA-2015-137897,TEC-AC-10002217,0.0,2
OD002393,CA-2015-137897,TEC-AC-10001267,0.0,2
OD002394,CA-2015-137897,OFF-PA-10004041,0.0,5
OD002395,CA-2017-169264,OFF-LA-10001613,0.0,2
OD002396,CA-2017-169264,OFF-AR-10000246,0.0,6
OD002397,CA-2017-147361,OFF-ST-10001809,0.0,7
OD002398,CA-2017-147361,OFF-ST-10002214,0.0,5
OD002399,CA-2017-145877,OFF-ST-10000649,0.0,6
OD002400,CA-2017-145877,OFF-EN-10001990,0.0,5
OD002401,US-2016-110170,FUR-BO-10000780,0.32,7
OD002402,CA-2017-108574,TEC-AC-10002049,0.0,9
OD002403,CA-2017-108574,TEC-PH-10003555,0.2,7
OD002404,CA-2017-108574,TEC-PH-10000702,0.2,10
OD002405,CA-2017-144589,OFF-AR-10003631,0.0,5
OD002406,CA-2017-144589,TEC-PH-10003072,0.2,3
OD002407,CA-2017-155985,FUR-FU-10000758,0.0,8
OD002408,CA-2014-162684,OFF-FA-10000992,0.2,2
OD002409,CA-2015-142041,OFF-BI-10004187,0.2,5
OD002410,CA-2014-151295,OFF-PA-10001947,0.0,2
OD002411,CA-2014-151295,FUR-TA-10002356,0.2,3
OD002412,CA-2016-156300,FUR-CH-10001714,0.0,5
OD002413,CA-2015-146087,FUR-BO-10002824,0.0,2
OD002414,CA-2017-168655,TEC-AC-10002842,0.0,5
OD002415,CA-2017-168655,OFF-BI-10002082,0.2,3
OD002416,CA-2016-107202,TEC-MA-10000112,0.2,10
OD002417,CA-2017-159597,OFF-ST-10002289,0.0,2
OD002418,CA-2017-159597,TEC-AC-10004171,0.0,1
OD002419,CA-2016-155551,OFF-ST-10003656,0.2,3
OD002420,CA-2016-155551,OFF-PA-10001560,0.2,2
OD002421,US-2017-147669,TEC-AC-10002473,0.2,7
OD002422,US-2017-147669,OFF-BI-10000632,0.7,1
OD002423,US-2017-147669,FUR-TA-10002645,0.4,2
OD002424,US-2017-147669,OFF-FA-10002975,0.2,13
OD002425,CA-2016-169922,OFF-BI-10003784,0.8,4
OD002426,CA-2016-169922,OFF-BI-10001617,0.8,4
OD002427,CA-2016-169922,FUR-FU-10004415,0.6,7
OD002428,CA-2017-100748,OFF-LA-10000240,0.0,8
OD002429,CA-2017-129805,FUR-FU-10001935,0.0,2
OD002430,CA-2014-148586,FUR-CH-10002439,0.1,7
OD002431,US-2017-112613,TEC-PH-10001536,0.2,4
OD002432,CA-2015-154746,OFF-EN-10001532,0.0,2
OD002433,CA-2015-154746,OFF-AP-10003057,0.0,3
OD002434,CA-2017-140053,FUR-FU-10003708,0.0,9
OD002435,CA-2014-164210,FUR-TA-10000849,0.5,2
OD002436,CA-2014-164210,OFF-PA-10002259,0.2,4
OD002437,CA-2017-139948,FUR-FU-10002597,0.2,2
OD002438,CA-2016-146934,TEC-PH-10004614,0.0,5
OD002439,CA-2016-146934,FUR-TA-10003748,0.3,2
OD002440,CA-2016-146934,OFF-AP-10003217,0.0,4
OD002441,CA-2016-146934,TEC-AC-10002399,0.0,5
OD002442,CA-2016-146934,OFF-EN-10002973,0.0,6
OD002443,CA-2016-146934,TEC-PH-10001336,0.0,2
OD002444,CA-2015-100573,OFF-EN-10000461,0.0,2
OD002445,CA-2016-119165,FUR-CH-10000988,0.3,5
OD002446,CA-2015-128027,OFF-ST-10001809,0.0,3
OD002447,CA-2016-140207,OFF-BI-10003963,0.2,5
OD002448,CA-2017-140949,OFF-LA-10000081,0.0,5
OD002449,CA-2017-140949,TEC-PH-10000149,0.0,6
OD002450,CA-2017-140949,OFF-BI-10000605,0.2,3
OD002451,CA-2017-140949,TEC-AC-10002399,0.0,3
OD002452,CA-2017-140949,TEC-AC-10003038,0.0,8
OD002453,CA-2017-140949,OFF-ST-10000344,0.0,8
OD002454,CA-2017-140949,OFF-LA-10004093,0.0,1
OD002455,CA-2017-140949,OFF-AR-10001683,0.0,6
OD002456,CA-2017-140949,OFF-ST-10003455,0.0,3
OD002457,CA-2017-138548,OFF-AP-10002578,0.0,2
OD002458,CA-2015-142419,OFF-PA-10001763,0.0,3
OD002459,CA-2015-142419,OFF-BI-10001597,0.2,3
OD002460,CA-2017-148691,OFF-BI-10001524,0.2,5
OD002461,CA-2017-148691,OFF-BI-10001553,0.2,2
OD002462,CA-2017-148691,TEC-PH-10000576,0.0,1
OD002463,CA-2017-148691,OFF-LA-10001317,0.0,1
OD002464,CA-2017-128755,OFF-PA-10000726,0.0,1
OD002465,CA-2017-128755,OFF-ST-10003306,0.0,4
OD002466,CA-2017-128755,OFF-PA-10004983,0.0,5
OD002467,CA-2017-128755,OFF-ST-10001291,0.0,1
OD002468,US-2016-135923,FUR-FU-10002107,0.2,8
OD002469,US-2016-135923,FUR-BO-10002213,0.2,4
OD002470,US-2016-135923,OFF-AP-10000692,0.2,4
OD002471,CA-2016-114972,FUR-CH-10001190,0.2,2
OD002472,CA-2016-114972,TEC-AC-10000682,0.0,5
OD002473,CA-2016-114972,OFF-LA-10004545,0.0,7
OD002474,CA-2016-114972,OFF-AP-10003057,0.0,4
OD002475,CA-2017-102750,FUR-TA-10000198,0.2,3
OD002476,CA-2014-145212,OFF-AR-10002833,0.0,3
OD002477,CA-2017-141992,OFF-SU-10002557,0.2,1
OD002478,CA-2017-141992,OFF-ST-10003656,0.2,2
OD002479,CA-2017-147956,OFF-ST-10001097,0.0,6
OD002480,CA-2017-126067,TEC-PH-10000912,0.2,4
OD002481,CA-2017-126067,FUR-TA-10000617,0.0,5
OD002482,CA-2017-126067,OFF-BI-10001658,0.2,5
OD002483,CA-2017-126067,OFF-AR-10003856,0.0,2
OD002484,CA-2015-104514,OFF-ST-10001837,0.0,2
OD002485,CA-2015-104514,OFF-AR-10001473,0.0,3
OD002486,CA-2015-104514,OFF-PA-10004285,0.0,3
OD002487,CA-2015-141040,TEC-PH-10001835,0.0,4
OD002488,CA-2015-141040,OFF-PA-10002245,0.0,4
OD002489,CA-2014-113579,OFF-PA-10001457,0.0,6
OD002490,CA-2014-144624,TEC-PH-10002885,0.0,7
OD002491,CA-2016-146206,FUR-TA-10004086,0.3,5
OD002492,CA-2016-146206,TEC-PH-10000895,0.2,5
OD002493,CA-2014-136644,FUR-CH-10000225,0.0,8
OD002494,CA-2015-122371,OFF-ST-10002370,0.0,3
OD002495,CA-2015-122371,OFF-EN-10000056,0.0,2
OD002496,CA-2016-126935,OFF-BI-10004817,0.2,1
OD002497,US-2017-133781,OFF-EN-10004483,0.2,3
OD002498,CA-2017-131618,OFF-PA-10001892,0.2,2
OD002499,CA-2017-131618,OFF-BI-10000546,0.8,4
OD002500,CA-2017-131618,OFF-BI-10001294,0.8,4
OD002501,CA-2016-149482,OFF-LA-10000248,0.0,2
OD002502,CA-2014-143917,OFF-ST-10001228,0.0,4
OD002503,CA-2014-143917,OFF-SU-10000151,0.0,5
OD002504,CA-2014-143917,FUR-FU-10004351,0.0,8
OD002505,CA-2015-120397,OFF-AP-10001293,0.8,4
OD002506,CA-2017-163902,TEC-PH-10000675,0.2,3
