OrderID,OrderDate,ShipDate,ShipMode,AddressID,CustomerID
CA-2016-146206,2016-09-10,2016-09-14,Second Class,A001213,KT-16480
CA-2014-136644,2014-06-16,2014-06-22,Standard Class,A001214,SC-20575
CA-2015-122371,2015-09-26,2015-10-01,Standard Class,A001215,BS-11800
CA-2016-126935,2016-05-19,2016-05-24,Standard Class,A001216,BT-11395
US-2017-133781,2017-06-22,2017-06-23,First Class,A001217,DC-12850
CA-2017-131618,2017-06-17,2017-06-20,First Class,A001218,LS-17200
CA-2016-149482,2016-11-14,2016-11-19,Standard Class,A001219,RR-19315
CA-2014-143917,2014-07-25,2014-07-27,Second Class,A001220,KL-16645
CA-2015-120397,2015-07-02,2015-07-02,Same Day,A001221,RB-19435
CA-2017-163902,2017-03-02,2017-03-08,Standard Class,A001222,MY-17380
CA-2016-136812,2016-11-18,2016-11-23,Standard Class,A001223,AW-10930
CA-2015-102722,2015-04-18,2015-04-19,First Class,A001224,KW-16570
CA-2017-155089,2017-12-02,2017-12-06,Standard Class,A001225,DB-12910
CA-2016-124506,2016-11-11,2016-11-17,Standard Class,A001226,BB-11545
CA-2014-106572,2014-09-05,2014-09-10,Standard Class,A001227,NP-18700
CA-2014-128888,2014-11-15,2014-11-22,Standard Class,A001228,PB-19105
CA-2017-123134,2017-05-02,2017-05-07,Standard Class,A001229,DW-13585
CA-2016-124352,2016-10-15,2016-10-21,Standard Class,A001230,CD-12790
CA-2015-124541,2015-04-06,2015-04-10,Standard Class,A001231,TT-21220
CA-2014-108707,2014-10-24,2014-10-29,Standard Class,A001232,DB-12910
CA-2014-111500,2014-08-17,2014-08-21,Standard Class,A001233,DJ-13510
US-2017-117723,2017-08-15,2017-08-18,Second Class,A001234,DL-13495
CA-2015-143238,2015-09-06,2015-09-08,First Class,A001235,LO-17170
CA-2015-168746,2015-01-27,2015-01-29,Second Class,A001236,SV-20365
CA-2015-113404,2015-07-16,2015-07-16,Same Day,A001237,EM-13810
CA-2016-144792,2016-04-30,2016-05-04,Standard Class,A001238,KD-16615
CA-2014-164385,2014-09-26,2014-10-01,Second Class,A001239,NB-18580
US-2016-114174,2016-09-08,2016-09-14,Standard Class,A001240,AP-10720
CA-2017-108070,2017-04-16,2017-04-20,Standard Class,A001241,JE-15745
US-2015-128090,2015-08-16,2015-08-22,Standard Class,A001242,JM-15865
CA-2017-101042,2017-11-19,2017-11-23,Standard Class,A001243,AB-10105
CA-2016-155439,2016-09-14,2016-09-18,Standard Class,A001244,PN-18775
CA-2016-118626,2016-08-15,2016-08-20,Standard Class,A001245,JC-15775
CA-2015-111458,2015-09-26,2015-09-30,Standard Class,A001246,PF-19165
US-2016-126844,2016-10-08,2016-10-14,Standard Class,A001247,BW-11110
US-2015-112508,2015-03-24,2015-03-30,Standard Class,A001248,BP-11185
CA-2015-147788,2015-05-31,2015-06-04,Standard Class,A001249,TM-21010
CA-2015-144288,2015-12-25,2015-12-31,Standard Class,A001250,MB-17305
CA-2015-110632,2015-03-17,2015-03-22,Second Class,A001251,HR-14830
CA-2017-109589,2017-12-21,2017-12-24,First Class,A001252,BD-11635
CA-2017-123967,2017-11-01,2017-11-03,Second Class,A001253,SF-20200
CA-2017-148929,2017-09-07,2017-09-11,Standard Class,A001254,SP-20620
CA-2017-134404,2017-12-27,2017-12-27,Same Day,A001255,DR-12880
CA-2017-109778,2017-07-16,2017-07-21,Standard Class,A001256,VM-21685
CA-2016-155845,2016-08-12,2016-08-15,Second Class,A001257,CM-12235
CA-2017-145128,2017-07-09,2017-07-14,Standard Class,A001258,SM-20320
CA-2014-129091,2014-11-22,2014-11-27,Standard Class,A001259,RA-19885
US-2014-155502,2014-01-26,2014-01-31,Standard Class,A001260,SD-20485
CA-2015-121041,2015-11-03,2015-11-10,Standard Class,A001261,CS-12250
CA-2017-131695,2017-06-30,2017-07-06,Standard Class,A001262,RA-19285
CA-2016-137729,2016-05-05,2016-05-09,Standard Class,A001263,BF-11005
US-2016-115455,2016-09-08,2016-09-14,Standard Class,A001264,SE-20110
CA-2017-128300,2017-11-24,2017-11-26,Second Class,A001265,RS-19765
CA-2017-149048,2017-05-13,2017-05-17,Standard Class,A001266,BM-11650
CA-2017-108553,2017-04-23,2017-04-29,Standard Class,A001267,SK-19990
CA-2016-165848,2016-06-04,2016-06-04,Same Day,A001268,EN-13780
CA-2014-112718,2014-12-16,2014-12-21,Standard Class,A001269,KN-16450
CA-2016-154053,2016-03-04,2016-03-10,Standard Class,A001270,MG-17890
CA-2014-127446,2014-11-25,2014-11-30,Standard Class,A001271,MC-17590
CA-2016-137204,2016-04-28,2016-05-05,Standard Class,A001272,BO-11350
CA-2014-147298,2014-04-26,2014-05-03,Standard Class,A001273,AG-10300
CA-2017-147942,2017-04-01,2017-04-05,Standard Class,A001274,MS-17365
CA-2017-115931,2017-12-22,2017-12-26,Standard Class,A001275,JM-15655
CA-2014-164861,2014-12-03,2014-12-06,Second Class,A001276,MC-17635
CA-2017-127180,2017-10-22,2017-10-24,First Class,A001277,TA-21385
US-2017-165344,2017-11-13,2017-11-15,First Class,A001278,SB-20290
CA-2015-168186,2015-09-10,2015-09-15,Standard Class,A001279,AB-10150
US-2017-110604,2017-05-15,2017-05-20,Standard Class,A001280,JF-15295
CA-2015-116750,2015-07-05,2015-07-10,Second Class,A001281,BF-10975
CA-2015-162369,2015-08-15,2015-08-19,Standard Class,A001282,TT-21265
CA-2017-108441,2017-06-12,2017-06-18,Standard Class,A001283,SB-20170
CA-2015-169740,2015-02-20,2015-02-25,Standard Class,A001284,LM-17065
CA-2016-124051,2016-12-29,2016-12-30,First Class,A001285,KA-16525
CA-2016-149111,2016-04-17,2016-04-21,Second Class,A001286,BF-11170
CA-2014-131002,2014-09-07,2014-09-12,Second Class,A001287,TB-21400
US-2016-146794,2016-09-26,2016-10-01,Standard Class,A001288,SH-19975
CA-2017-112515,2017-09-17,2017-09-21,Second Class,A001289,AS-10225
CA-2016-150343,2016-08-16,2016-08-20,Standard Class,A001290,PK-19075
CA-2015-135538,2015-12-24,2015-12-28,Standard Class,A001291,HR-14830
CA-2017-123372,2017-11-28,2017-12-02,Standard Class,A001292,DG-13300
CA-2017-159604,2017-04-14,2017-04-15,First Class,A001293,CL-12700
CA-2016-164784,2016-05-01,2016-05-04,First Class,A001294,HF-14995
CA-2016-111794,2016-10-01,2016-10-01,Same Day,A001295,HG-15025
US-2015-139759,2015-08-25,2015-08-30,Standard Class,A001296,NL-18310
CA-2014-126403,2014-09-09,2014-09-12,Second Class,A001297,RR-19525
CA-2017-136875,2017-12-03,2017-12-03,Same Day,A001298,TC-21295
CA-2017-132185,2017-11-27,2017-12-02,Standard Class,A001299,DB-13615
US-2014-160780,2014-06-21,2014-06-21,Same Day,A001300,SV-20785
CA-2017-127026,2017-01-21,2017-01-27,Standard Class,A001301,MH-18115
CA-2017-137085,2017-06-29,2017-07-06,Standard Class,A001302,CT-11995
CA-2016-133123,2016-09-06,2016-09-11,Standard Class,A001303,KB-16315
US-2016-128195,2016-08-04,2016-08-05,First Class,A001304,RA-19285
CA-2015-153220,2015-11-12,2015-11-14,First Class,A001305,YC-21895
CA-2014-123064,2014-06-30,2014-07-02,First Class,A001306,RA-19915
CA-2017-156412,2017-12-04,2017-12-08,Standard Class,A001307,CM-12160
US-2016-144211,2016-08-28,2016-09-02,Standard Class,A001308,CS-12130
CA-2016-138079,2016-01-22,2016-01-28,Standard Class,A001309,AJ-10795
CA-2014-143182,2014-10-15,2014-10-20,Standard Class,A001310,DL-12865
CA-2016-161662,2016-02-07,2016-02-09,First Class,A001311,BE-11410
CA-2014-145317,2014-03-18,2014-03-23,Standard Class,A001312,SM-20320
CA-2014-143413,2014-05-24,2014-05-30,Standard Class,A001313,RP-19390
CA-2017-156818,2017-07-11,2017-07-13,Second Class,A001314,JD-16015
CA-2017-155873,2017-06-16,2017-06-21,Standard Class,A001315,AB-10255
CA-2015-121797,2015-01-30,2015-02-06,Standard Class,A001316,CC-12145
US-2015-120572,2015-12-11,2015-12-15,Standard Class,A001317,GH-14425
CA-2017-132430,2017-10-09,2017-10-11,First Class,A001318,CP-12085
CA-2017-146031,2017-07-29,2017-08-01,Second Class,A001319,GM-14440
CA-2014-110100,2014-04-25,2014-04-29,Standard Class,A001320,LC-16885
CA-2015-103723,2015-12-01,2015-12-06,Standard Class,A001321,BT-11305
CA-2014-127187,2014-12-04,2014-12-08,Standard Class,A001322,CP-12085
CA-2017-128475,2017-08-26,2017-09-01,Standard Class,A001323,SC-20680
CA-2014-100006,2014-09-07,2014-09-13,Standard Class,A001324,DK-13375
CA-2017-144827,2017-12-21,2017-12-27,Standard Class,A001325,SE-20110
CA-2014-110030,2014-12-06,2014-12-08,Second Class,A001326,LF-17185
CA-2014-121286,2014-11-04,2014-11-08,Second Class,A001327,ON-18715
CA-2016-164735,2016-04-14,2016-04-19,Second Class,A001328,TB-21400
CA-2014-153479,2014-10-04,2014-10-08,Standard Class,A001329,DF-13135
CA-2017-149888,2017-11-07,2017-11-13,Standard Class,A001330,EP-13915
CA-2017-119193,2017-12-22,2017-12-24,First Class,A001331,SK-19990
CA-2017-104801,2017-02-13,2017-02-19,Standard Class,A001332,FH-14350
CA-2014-107594,2014-07-02,2014-07-06,Standard Class,A001333,EH-13945
CA-2015-129770,2015-02-21,2015-02-23,Second Class,A001334,JE-15715
CA-2015-115798,2015-11-13,2015-11-19,Standard Class,A001335,KL-16645
CA-2017-122707,2017-04-16,2017-04-18,First Class,A001336,EB-13750
CA-2016-165015,2016-02-25,2016-02-27,Second Class,A001337,BD-11725
CA-2014-149244,2014-11-04,2014-11-08,Standard Class,A001338,MS-17530
CA-2015-140144,2015-06-20,2015-06-25,Second Class,A001339,SC-20770
CA-2017-163321,2017-08-07,2017-08-11,Second Class,A001340,FM-14380
CA-2014-155887,2014-05-12,2014-05-17,Standard Class,A001341,KT-16480
US-2015-165449,2015-11-22,2015-11-26,Standard Class,A001342,AP-10720
CA-2015-110247,2015-12-04,2015-12-08,Standard Class,A001343,RH-19555
US-2014-141257,2014-06-08,2014-06-14,Standard Class,A001344,CS-11950
CA-2014-154669,2014-08-08,2014-08-11,Second Class,A001345,TM-21010
CA-2014-158029,2014-05-26,2014-05-30,Standard Class,A001346,HF-14995
CA-2015-155306,2015-04-17,2015-04-21,Standard Class,A001347,GA-14515
CA-2016-127775,2016-06-11,2016-06-13,Second Class,A001348,ES-14020
CA-2016-146171,2016-03-11,2016-03-15,Standard Class,A001349,JP-16135
CA-2014-129574,2014-05-26,2014-05-29,First Class,A001350,Dp-13240
CA-2017-126536,2017-10-12,2017-10-14,First Class,A001351,NK-18490
CA-2017-165757,2017-06-22,2017-06-28,Standard Class,A001352,PL-18925
CA-2017-167752,2017-01-15,2017-01-18,First Class,A001353,RW-19690
US-2015-122140,2015-04-02,2015-04-07,Standard Class,A001354,MO-17950
CA-2016-163986,2016-09-03,2016-09-10,Standard Class,A001355,JJ-15445
CA-2017-158967,2017-12-10,2017-12-12,First Class,A001356,BT-11680
CA-2016-131576,2016-11-22,2016-11-26,Standard Class,A001357,RD-19585
CA-2017-143455,2017-11-11,2017-11-18,Standard Class,A001358,ML-17755
CA-2016-144729,2016-10-21,2016-10-25,Standard Class,A001359,JE-15745
CA-2015-127019,2015-12-21,2015-12-25,Standard Class,A001360,ER-13855
CA-2015-138534,2015-07-17,2015-07-19,Second Class,A001361,JM-15535
CA-2017-108322,2017-04-30,2017-05-05,Standard Class,A001362,SS-20140
CA-2017-167668,2017-05-06,2017-05-08,First Class,A001363,TC-21295
CA-2017-146724,2017-11-20,2017-11-27,Standard Class,A001364,HG-15025
CA-2016-139878,2016-11-11,2016-11-16,Standard Class,A001365,LD-17005
US-2016-106677,2016-11-05,2016-11-10,Standard Class,A001366,AS-10285
CA-2016-116974,2016-10-09,2016-10-15,Standard Class,A001367,MP-17965
CA-2015-149972,2015-09-21,2015-09-23,First Class,A001368,CD-12790
US-2014-117744,2014-12-02,2014-12-06,Standard Class,A001369,MD-17860
CA-2014-125514,2014-09-21,2014-09-22,First Class,A001370,BM-11650
CA-2014-154599,2014-04-12,2014-04-17,Standard Class,A001371,KN-16450
CA-2017-158743,2017-10-20,2017-10-27,Standard Class,A001372,IG-15085
CA-2016-153318,2016-10-25,2016-10-28,First Class,A001373,JS-15595
US-2015-110163,2015-11-01,2015-11-04,First Class,A001374,GA-14725
CA-2017-143329,2017-11-03,2017-11-08,Standard Class,A001375,DL-13330
CA-2015-159380,2015-05-12,2015-05-16,Standard Class,A001376,CS-12505
CA-2015-122623,2015-09-07,2015-09-11,Standard Class,A001377,CC-12145
CA-2015-148635,2015-07-25,2015-07-27,Second Class,A001378,MH-18025
CA-2015-135685,2015-11-16,2015-11-18,Second Class,A001379,MP-18175
CA-2015-104626,2015-09-01,2015-09-08,Standard Class,A001380,DR-12940
CA-2016-160500,2016-05-05,2016-05-08,First Class,A001381,DM-13015
CA-2017-100202,2016-12-31,2017-01-05,Standard Class,A001382,BD-11620
CA-2017-131016,2017-09-18,2017-09-20,First Class,A001383,DC-12850
US-2014-112914,2014-09-25,2014-09-30,Standard Class,A001384,MT-18070
CA-2016-124149,2016-04-23,2016-04-26,First Class,A001385,MJ-17740
CA-2014-148915,2014-11-01,2014-11-05,Standard Class,A001386,ND-18370
CA-2017-134649,2017-01-26,2017-01-31,Second Class,A001387,CA-11965
CA-2017-110842,2017-11-11,2017-11-16,Standard Class,A001388,GA-14725
CA-2016-147368,2016-06-09,2016-06-12,First Class,A001389,TC-21295
US-2015-104185,2015-09-03,2015-09-08,Second Class,A001390,JB-15400
US-2014-125521,2014-03-14,2014-03-19,Standard Class,A001391,CK-12325
US-2017-135062,2017-08-31,2017-09-04,Second Class,A001392,RL-19615
CA-2017-135650,2017-03-23,2017-03-27,Standard Class,A001393,AC-10660
CA-2017-112865,2017-05-18,2017-05-22,Standard Class,A001394,BH-11710
US-2016-162852,2016-12-27,2016-12-31,Standard Class,A001395,BG-11695
CA-2017-138163,2017-11-17,2017-11-20,First Class,A001396,XP-21865
CA-2017-152093,2017-09-10,2017-09-15,Standard Class,A001397,SN-20560
CA-2017-157854,2017-04-08,2017-04-15,Standard Class,A001398,DM-13345
CA-2016-123617,2016-11-28,2016-12-03,Standard Class,A001399,AJ-10780
US-2016-128293,2016-06-02,2016-06-05,First Class,A001400,KC-16255
CA-2017-107342,2017-12-17,2017-12-22,Standard Class,A001401,VF-21715
CA-2016-136371,2016-03-19,2016-03-21,Second Class,A001402,SV-20935
CA-2017-137344,2017-08-20,2017-08-20,Same Day,A001403,EM-13810
CA-2017-169810,2017-07-25,2017-07-31,Standard Class,A001404,RB-19360
CA-2016-128594,2016-08-26,2016-08-29,First Class,A001405,DJ-13510
CA-2016-154690,2016-08-15,2016-08-17,Second Class,A001406,CC-12370
CA-2017-138975,2017-05-19,2017-05-23,Standard Class,A001407,SC-20380
CA-2017-106537,2017-08-12,2017-08-17,Standard Class,A001408,RH-19495
US-2017-103828,2017-08-13,2017-08-13,Same Day,A001409,JK-15370
CA-2016-115588,2016-11-10,2016-11-12,Second Class,A001410,AF-10885
CA-2017-143861,2017-06-12,2017-06-19,Standard Class,A001411,LC-16885
CA-2014-148040,2014-03-22,2014-03-26,Standard Class,A001412,BF-11275
CA-2017-135167,2017-06-15,2017-06-20,Standard Class,A001413,SC-20800
CA-2017-137022,2017-11-16,2017-11-22,Standard Class,A001414,SW-20275
US-2017-102638,2017-12-29,2017-12-31,First Class,A001415,MC-17845
US-2016-167339,2016-01-21,2016-01-23,Second Class,A001416,TD-20995
CA-2016-152072,2016-01-15,2016-01-19,Standard Class,A001417,Dp-13240
CA-2016-102932,2016-09-19,2016-09-23,Second Class,A001418,SD-20485
CA-2014-165540,2014-02-21,2014-02-25,Standard Class,A001419,TM-21010
CA-2016-130799,2016-11-11,2016-11-16,Second Class,A001420,BK-11260
CA-2016-164483,2016-01-30,2016-02-03,Standard Class,A001421,JF-15490
US-2016-159856,2016-10-18,2016-10-22,Standard Class,A001422,EP-13915
CA-2017-102099,2017-12-18,2017-12-19,First Class,A001423,EP-13915
CA-2017-164049,2017-11-02,2017-11-06,Standard Class,A001424,KH-16630
CA-2014-142727,2014-04-29,2014-05-01,Second Class,A001425,HG-14845
CA-2017-139913,2017-10-23,2017-10-29,Standard Class,A001426,JC-16105
CA-2014-169033,2014-03-30,2014-04-03,Standard Class,A001427,KM-16720
US-2016-164630,2016-01-04,2016-01-09,Standard Class,A001428,EB-13975
US-2015-114839,2015-04-26,2015-04-30,Standard Class,A001429,PW-19240
CA-2015-166464,2015-09-12,2015-09-17,Standard Class,A001430,PG-18895
CA-2017-124898,2017-09-11,2017-09-15,Standard Class,A001431,DB-12910
CA-2016-164035,2016-06-12,2016-06-17,Standard Class,A001432,CR-12730
CA-2016-153577,2016-06-27,2016-07-01,Standard Class,A001433,KH-16330
CA-2014-127586,2014-09-26,2014-09-30,Standard Class,A000756,CS-12400
CA-2017-121615,2017-11-03,2017-11-09,Standard Class,A001434,DL-12925
CA-2017-166415,2017-02-19,2017-02-23,Standard Class,A001435,ME-17725
CA-2015-118444,2015-11-05,2015-11-09,Standard Class,A001436,VD-21670
CA-2014-113929,2014-06-16,2014-06-21,Standard Class,A001437,CK-12205
CA-2015-134747,2015-10-12,2015-10-17,Second Class,A001438,DL-12925
CA-2017-155047,2017-08-27,2017-08-30,First Class,A001439,SE-20110
CA-2016-160129,2016-11-23,2016-11-23,Same Day,A001440,LS-17200
CA-2017-164329,2017-01-30,2017-01-30,Same Day,A001441,MM-17920
US-2015-141453,2015-11-30,2015-12-03,Second Class,A001442,DB-13270
CA-2014-156993,2014-06-28,2014-07-04,Standard Class,A001443,RW-19630
CA-2014-157721,2014-09-02,2014-09-05,First Class,A001444,JM-16195
CA-2017-128629,2017-07-10,2017-07-14,Second Class,A001445,BP-11155
CA-2017-158106,2017-06-04,2017-06-10,Standard Class,A001446,CT-11995
US-2017-120390,2017-10-19,2017-10-26,Standard Class,A001447,TH-21550
CA-2017-143434,2017-11-18,2017-11-24,Standard Class,A001448,ME-17320
CA-2015-168564,2015-08-08,2015-08-08,Same Day,A001449,TT-21220
US-2016-169040,2016-12-06,2016-12-12,Standard Class,A001450,GT-14710
CA-2017-155880,2017-03-25,2017-03-31,Standard Class,A001451,JD-16150
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,A001452,MC-18100
CA-2016-166443,2016-11-04,2016-11-05,First Class,A001453,LH-17020
CA-2017-169859,2017-12-14,2017-12-18,Standard Class,A001454,MP-18175
CA-2017-134915,2017-11-12,2017-11-12,Same Day,A001455,EM-14140
CA-2016-153353,2016-08-18,2016-08-24,Standard Class,A001456,GG-14650
CA-2017-123638,2017-06-27,2017-07-04,Standard Class,A001457,MA-17995
CA-2017-168900,2017-05-04,2017-05-09,Standard Class,A001458,SH-20395
CA-2015-158456,2015-12-24,2015-12-29,Standard Class,A001459,KT-16465
CA-2017-143665,2017-04-26,2017-05-01,Standard Class,A001460,PO-19180
CA-2017-137428,2017-12-16,2017-12-21,Second Class,A001461,AY-10555
CA-2014-162866,2014-12-27,2014-12-31,Standard Class,A001462,Co-12640
CA-2017-167941,2017-11-06,2017-11-09,Second Class,A001463,JF-15565
CA-2017-111808,2017-12-16,2017-12-20,Standard Class,A001464,AR-10510
CA-2015-137512,2015-05-07,2015-05-12,Standard Class,A001465,AG-10675
CA-2017-139773,2017-12-04,2017-12-04,Same Day,A001466,DV-13045
CA-2017-134607,2017-10-03,2017-10-08,Second Class,A001467,HL-15040
CA-2014-109232,2014-01-13,2014-01-16,Second Class,A001468,ND-18370
CA-2015-139850,2015-06-12,2015-06-17,Standard Class,A001469,GB-14575
CA-2014-131310,2014-07-12,2014-07-18,Standard Class,A001470,CL-12565
US-2014-112872,2014-12-06,2014-12-11,Second Class,A001471,RC-19960
CA-2016-139269,2016-05-25,2016-05-30,Standard Class,A001472,JB-16045
CA-2016-139010,2016-02-21,2016-02-26,Second Class,A001473,MC-17635
CA-2016-134376,2016-10-02,2016-10-06,Standard Class,A001474,TT-21265
CA-2017-147291,2017-03-11,2017-03-17,Standard Class,A001475,MJ-17740
CA-2016-112893,2016-09-09,2016-09-13,Second Class,A001476,AT-10735
US-2014-150532,2014-07-14,2014-07-21,Standard Class,A001477,PB-19150
CA-2014-138317,2014-06-21,2014-06-25,Standard Class,A001478,NW-18400
CA-2015-130610,2015-07-05,2015-07-10,Standard Class,A001479,VP-21730
CA-2017-104381,2017-12-16,2017-12-23,Standard Class,A001480,RD-19810
CA-2016-131499,2016-09-08,2016-09-10,First Class,A001481,MG-17875
CA-2014-148761,2014-05-17,2014-05-21,Standard Class,A001482,PA-19060
CA-2017-116519,2017-10-13,2017-10-15,First Class,A001483,CR-12730
CA-2014-130729,2014-10-24,2014-10-29,Standard Class,A001484,AA-10375
CA-2016-124772,2016-12-05,2016-12-06,First Class,A001485,JG-15160
CA-2016-115525,2016-07-25,2016-07-29,Standard Class,A001486,RR-19525
CA-2017-134845,2017-04-17,2017-04-23,Standard Class,A001487,SR-20425
US-2015-138919,2015-09-17,2015-09-21,Standard Class,A001488,LS-16975
US-2016-160528,2016-08-23,2016-08-30,Standard Class,A001489,MH-18115
CA-2015-123568,2015-11-08,2015-11-14,Standard Class,A001490,SC-20095
CA-2017-124674,2017-11-17,2017-11-23,Standard Class,A001491,JB-16000
CA-2015-164441,2015-11-08,2015-11-13,Standard Class,A001492,AC-10450
CA-2017-169054,2017-04-22,2017-04-26,Standard Class,A001493,MO-17800
CA-2014-106719,2014-08-24,2014-08-24,Same Day,A001494,RB-19645
CA-2017-116855,2017-12-17,2017-12-21,Standard Class,A001495,AI-10855
US-2016-164189,2016-03-24,2016-03-28,Standard Class,A001496,DR-12880
CA-2015-168480,2015-09-21,2015-09-27,Standard Class,A001497,DM-12955
US-2016-114293,2016-11-21,2016-11-26,Standard Class,A001498,JH-16180
CA-2017-134173,2017-09-16,2017-09-21,Standard Class,A001499,AB-10060
US-2015-123960,2015-06-11,2015-06-16,Standard Class,A001500,BD-11605
CA-2017-101749,2017-10-03,2017-10-08,Standard Class,A001501,AS-10045
US-2016-147991,2016-05-05,2016-05-09,Standard Class,A001502,ZD-21925
CA-2017-149559,2017-09-11,2017-09-12,Same Day,A001503,KF-16285
CA-2015-135174,2015-04-30,2015-05-02,Second Class,A001504,BP-11230
CA-2017-125290,2017-11-06,2017-11-10,Second Class,A001505,CC-12430
CA-2014-137351,2014-09-30,2014-10-04,Standard Class,A001506,DB-13615
CA-2017-121419,2017-04-02,2017-04-04,First Class,A001507,TC-21475
US-2017-148054,2017-10-06,2017-10-11,Standard Class,A001508,NZ-18565
CA-2016-128517,2016-04-09,2016-04-14,Second Class,A001509,SW-20350
US-2015-100377,2015-08-28,2015-09-01,Standard Class,A001510,TS-21370
CA-2017-131492,2017-10-19,2017-10-24,Second Class,A000799,HH-15010
CA-2016-144554,2016-11-07,2016-11-12,Standard Class,A001511,DM-13345
CA-2017-127621,2017-03-03,2017-03-07,Standard Class,A001512,RE-19450
CA-2015-145184,2015-11-27,2015-11-29,First Class,A001513,JD-16150
CA-2017-106859,2017-03-13,2017-03-18,Second Class,A001514,BF-11215
US-2017-120089,2017-11-30,2017-11-30,Same Day,A001515,ML-17755
CA-2014-119375,2014-11-17,2014-11-22,Standard Class,A001516,YC-21895
CA-2016-125206,2016-01-03,2016-01-05,First Class,A001517,LR-16915
CA-2015-126137,2015-10-03,2015-10-08,Standard Class,A001518,BS-11755
CA-2014-143903,2014-07-20,2014-07-24,Standard Class,A001519,KM-16375
CA-2014-104780,2014-05-21,2014-05-25,Standard Class,A001520,BT-11530
CA-2017-101182,2017-09-04,2017-09-05,First Class,A001521,KB-16405
US-2017-132297,2017-05-27,2017-06-02,Standard Class,A001522,DW-13480
CA-2014-100328,2014-01-28,2014-02-03,Standard Class,A001523,JC-15340
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,A001524,TP-21415
US-2017-159205,2017-03-31,2017-04-02,Second Class,A001525,DB-12910
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,A001526,BH-11710
CA-2015-114468,2015-08-23,2015-08-23,Same Day,A001527,TD-20995
CA-2017-135692,2017-04-27,2017-05-01,Standard Class,A001528,CV-12805
CA-2017-131233,2017-04-14,2017-04-19,Standard Class,A001529,CS-12355
CA-2017-119578,2017-12-22,2017-12-27,Second Class,A001530,JG-15310
CA-2016-124562,2016-12-08,2016-12-12,Standard Class,A001531,JP-16135
US-2017-140074,2017-03-23,2017-03-29,Standard Class,A001532,EC-14050
CA-2016-103037,2016-07-25,2016-07-29,Standard Class,A001533,KH-16630
CA-2017-127460,2017-07-10,2017-07-14,Standard Class,A001534,FG-14260
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,A001535,AA-10480
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,A001536,MS-17770
CA-2015-121720,2015-06-11,2015-06-12,First Class,A001537,JE-15610
CA-2017-149895,2017-09-08,2017-09-12,Standard Class,A001538,EB-14110
CA-2017-147564,2017-10-02,2017-10-06,Standard Class,A001539,BP-11155
CA-2014-136399,2014-12-16,2014-12-17,First Class,A001540,CC-12100
CA-2014-107916,2014-08-24,2014-08-26,First Class,A001541,JP-15460
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,A001542,LS-16975
CA-2015-112557,2015-04-25,2015-04-28,First Class,A001543,JL-15850
US-2014-122959,2014-12-12,2014-12-12,Same Day,A001544,CY-12745
CA-2017-162572,2017-09-25,2017-09-27,Second Class,A001545,RB-19360
US-2016-148110,2016-09-05,2016-09-11,Standard Class,A001546,AR-10825
CA-2017-131828,2017-02-11,2017-02-13,Second Class,A001547,CS-11845
CA-2014-109218,2014-06-30,2014-07-03,Second Class,A001548,AR-10825
CA-2016-120558,2016-06-07,2016-06-10,First Class,A001549,RD-19810
US-2014-109036,2014-12-20,2014-12-25,Standard Class,A001550,KH-16510
CA-2015-147830,2015-12-15,2015-12-18,First Class,A001551,NF-18385
CA-2017-150497,2017-07-20,2017-07-24,Standard Class,A001552,SM-20950
CA-2014-128986,2014-08-03,2014-08-05,Second Class,A001553,GH-14410
CA-2015-139584,2015-08-24,2015-08-28,Standard Class,A001554,EM-13810
US-2016-162677,2016-03-26,2016-03-27,First Class,A001555,DB-13210
US-2014-150924,2014-09-12,2014-09-16,Second Class,A001556,PT-19090
CA-2014-153969,2014-09-21,2014-09-25,Standard Class,A001557,HF-14995
CA-2016-146682,2016-10-29,2016-10-31,First Class,A001558,KW-16435
CA-2016-138695,2016-05-28,2016-06-03,Standard Class,A001559,KC-16675
CA-2017-107461,2017-12-21,2017-12-26,Second Class,A001560,PK-19075
US-2016-133879,2016-03-21,2016-03-28,Standard Class,A001561,KT-16465
CA-2017-157483,2017-11-11,2017-11-18,Standard Class,A001562,EP-13915
US-2017-132059,2017-09-23,2017-09-29,Standard Class,A001563,AP-10915
CA-2017-122280,2017-09-10,2017-09-10,Same Day,A001564,SH-20395
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,A001565,SM-20950
CA-2017-152912,2017-11-09,2017-11-12,Second Class,A001566,BM-11650
CA-2014-123498,2014-11-07,2014-11-09,First Class,A001567,TC-20980
CA-2017-159352,2017-03-12,2017-03-17,Standard Class,A001568,KB-16585
US-2017-146416,2017-10-20,2017-10-22,Second Class,A001569,JE-16165
US-2015-163783,2015-12-27,2016-01-01,Standard Class,A001570,DR-12940
CA-2017-123981,2017-10-02,2017-10-08,Standard Class,A001571,RW-19630
CA-2017-158953,2017-06-04,2017-06-08,Standard Class,A001572,ML-18040
CA-2014-165428,2014-09-01,2014-09-04,First Class,A001573,JL-15130
CA-2016-169026,2016-08-08,2016-08-13,Standard Class,A001574,CM-12655
