ShipID,ShipDate,ShipMode,CustomerID,ProductID
2587,7/6/2017,Standard Class,RA-19285,OFF-ST-10001476
2588,7/6/2017,Standard Class,RA-19285,FUR-FU-10002045
2589,5/9/2016,Standard Class,BF-11005,OFF-ST-10001505
2590,5/9/2016,Standard Class,BF-11005,TEC-PH-10001433
2591,9/14/2016,Standard Class,SE-20110,FUR-FU-10004671
2592,9/14/2016,Standard Class,SE-20110,FUR-TA-10003569
2593,11/26/2017,Second Class,RS-19765,TEC-PH-10002807
2594,11/26/2017,Second Class,RS-19765,OFF-BI-10001597
2595,5/17/2017,Standard Class,BM-11650,OFF-EN-10003296
2596,5/17/2017,Standard Class,BM-11650,OFF-BI-10004632
2597,5/17/2017,Standard Class,BM-11650,TEC-PH-10002310
2598,5/17/2017,Standard Class,BM-11650,OFF-ST-10000078
2599,5/17/2017,Standard Class,BM-11650,OFF-PA-10001752
2600,4/29/2017,Standard Class,SK-19990,OFF-AP-10000026
2601,4/29/2017,Standard Class,SK-19990,OFF-SU-10002573
2602,6/4/2016,Same Day,EN-13780,OFF-PA-10000349
2603,6/4/2016,Same Day,EN-13780,TEC-MA-10003356
2604,6/4/2016,Same Day,EN-13780,FUR-BO-10000362
2605,6/4/2016,Same Day,EN-13780,FUR-FU-10003878
2606,12/21/2014,Standard Class,KN-16450,OFF-BI-10000591
2607,3/10/2016,Standard Class,MG-17890,OFF-AR-10003727
2608,11/30/2014,Standard Class,MC-17590,TEC-AC-10001635
2609,11/30/2014,Standard Class,MC-17590,OFF-LA-10001317
2610,11/30/2014,Standard Class,MC-17590,FUR-TA-10000577
2611,11/30/2014,Standard Class,MC-17590,OFF-LA-10000248
2612,11/30/2014,Standard Class,MC-17590,OFF-PA-10000955
2613,11/30/2014,Standard Class,MC-17590,FUR-FU-10000221
2614,5/5/2016,Standard Class,BO-11350,FUR-CH-10002304
2615,5/3/2014,Standard Class,AG-10300,FUR-CH-10004886
2616,5/3/2014,Standard Class,AG-10300,OFF-BI-10001525
2617,4/5/2017,Standard Class,MS-17365,OFF-LA-10003663
2618,4/5/2017,Standard Class,MS-17365,OFF-BI-10001294
2619,12/26/2017,Standard Class,JM-15655,OFF-AR-10000369
2620,12/26/2017,Standard Class,JM-15655,TEC-PH-10001300
2621,12/26/2017,Standard Class,JM-15655,OFF-ST-10000876
2622,12/26/2017,Standard Class,JM-15655,OFF-LA-10001404
2623,12/6/2014,Second Class,MC-17635,OFF-PA-10001972
2624,10/24/2017,First Class,TA-21385,TEC-CO-10004722
2625,10/24/2017,First Class,TA-21385,TEC-PH-10001494
2626,10/24/2017,First Class,TA-21385,OFF-EN-10002500
2627,10/24/2017,First Class,TA-21385,TEC-PH-10003800
2628,11/15/2017,First Class,SB-20290,TEC-AC-10002399
2629,11/15/2017,First Class,SB-20290,TEC-MA-10002210
2630,11/15/2017,First Class,SB-20290,OFF-BI-10003196
2631,9/15/2015,Standard Class,AB-10150,OFF-PA-10000477
2632,5/20/2017,Standard Class,JF-15295,FUR-FU-10000076
2633,5/20/2017,Standard Class,JF-15295,FUR-CH-10002017
2634,5/20/2017,Standard Class,JF-15295,FUR-CH-10004287
2635,7/10/2015,Second Class,BF-10975,FUR-FU-10003829
2636,7/10/2015,Second Class,BF-10975,OFF-BI-10004728
2637,8/19/2015,Standard Class,TT-21265,OFF-ST-10000046
2638,6/18/2017,Standard Class,SB-20170,OFF-PA-10000697
2639,6/18/2017,Standard Class,SB-20170,OFF-BI-10000848
2640,6/18/2017,Standard Class,SB-20170,OFF-AR-10004691
2641,6/18/2017,Standard Class,SB-20170,FUR-CH-10000595
2642,2/25/2015,Standard Class,LM-17065,TEC-AC-10000927
2643,12/30/2016,First Class,KA-16525,OFF-PA-10001289
2644,4/21/2016,Second Class,BF-11170,TEC-PH-10003092
2645,4/21/2016,Second Class,BF-11170,FUR-FU-10000206
2646,9/12/2014,Second Class,TB-21400,FUR-FU-10004270
2647,9/12/2014,Second Class,TB-21400,OFF-BI-10000948
2648,9/12/2014,Second Class,TB-21400,OFF-PA-10000223
2649,9/12/2014,Second Class,TB-21400,FUR-FU-10004665
2650,9/12/2014,Second Class,TB-21400,TEC-PH-10000215
2651,10/1/2016,Standard Class,SH-19975,FUR-BO-10004467
2652,9/21/2017,Second Class,AS-10225,OFF-BI-10000829
2653,9/21/2017,Second Class,AS-10225,OFF-BI-10003712
2654,9/21/2017,Second Class,AS-10225,OFF-PA-10000062
2655,9/21/2017,Second Class,AS-10225,FUR-BO-10003404
2656,9/21/2017,Second Class,AS-10225,OFF-BI-10004233
2657,9/21/2017,Second Class,AS-10225,OFF-ST-10001272
2658,9/21/2017,Second Class,AS-10225,OFF-LA-10001175
2659,8/20/2016,Standard Class,PK-19075,OFF-EN-10004030
2660,12/28/2015,Standard Class,HR-14830,FUR-CH-10004287
2661,12/2/2017,Standard Class,DG-13300,TEC-PH-10002834
2662,12/2/2017,Standard Class,DG-13300,OFF-EN-10003055
2663,4/15/2017,First Class,CL-12700,OFF-BI-10003460
2664,5/4/2016,First Class,HF-14995,OFF-LA-10001569
2665,5/4/2016,First Class,HF-14995,FUR-TA-10004534
2666,5/4/2016,First Class,HF-14995,OFF-BI-10002954
2667,10/1/2016,Same Day,HG-15025,TEC-AC-10003832
2668,10/1/2016,Same Day,HG-15025,OFF-PA-10000474
2669,8/30/2015,Standard Class,NL-18310,FUR-CH-10002774
2670,8/30/2015,Standard Class,NL-18310,OFF-AP-10002765
2671,9/12/2014,Second Class,RR-19525,OFF-PA-10001144
2672,9/12/2014,Second Class,RR-19525,FUR-CH-10003761
2673,9/12/2014,Second Class,RR-19525,OFF-PA-10004665
2674,9/12/2014,Second Class,RR-19525,OFF-ST-10000078
2675,12/3/2017,Same Day,TC-21295,OFF-PA-10000357
2676,12/2/2017,Standard Class,DB-13615,OFF-AR-10000422
2677,12/2/2017,Standard Class,DB-13615,OFF-AP-10001205
2678,6/21/2014,Same Day,SV-20785,OFF-BI-10001116
2679,6/21/2014,Same Day,SV-20785,OFF-BI-10002931
2680,1/27/2017,Standard Class,MH-18115,OFF-BI-10000546
2681,1/27/2017,Standard Class,MH-18115,TEC-AC-10002049
2682,1/27/2017,Standard Class,MH-18115,OFF-BI-10001196
2683,1/27/2017,Standard Class,MH-18115,TEC-MA-10002981
2684,1/27/2017,Standard Class,MH-18115,TEC-PH-10003601
2685,7/6/2017,Standard Class,CT-11995,OFF-BI-10000632
2686,9/11/2016,Standard Class,KB-16315,OFF-EN-10003055
2687,9/11/2016,Standard Class,KB-16315,OFF-BI-10001031
2688,8/5/2016,First Class,RA-19285,OFF-BI-10002003
2689,11/14/2015,First Class,YC-21895,OFF-PA-10003016
2690,7/2/2014,First Class,RA-19915,OFF-AR-10004582
2691,12/8/2017,Standard Class,CM-12160,OFF-BI-10004364
2692,9/2/2016,Standard Class,CS-12130,OFF-PA-10002246
2693,9/2/2016,Standard Class,CS-12130,TEC-PH-10002890
2694,1/28/2016,Standard Class,AJ-10795,FUR-FU-10001475
2695,10/20/2014,Standard Class,DL-12865,FUR-FU-10004270
2696,2/9/2016,First Class,BE-11410,OFF-PA-10003465
2697,3/23/2014,Standard Class,SM-20320,TEC-MA-10003626
2698,3/23/2014,Standard Class,SM-20320,TEC-MA-10002412
2699,3/23/2014,Standard Class,SM-20320,OFF-PA-10001804
2700,3/23/2014,Standard Class,SM-20320,OFF-AR-10003183
2701,3/23/2014,Standard Class,SM-20320,FUR-FU-10004270
2702,3/23/2014,Standard Class,SM-20320,OFF-FA-10003112
2703,3/23/2014,Standard Class,SM-20320,FUR-FU-10001986
2704,5/30/2014,Standard Class,RP-19390,OFF-PA-10002319
2705,7/13/2017,Second Class,JD-16015,TEC-AC-10002323
2706,6/21/2017,Standard Class,AB-10255,OFF-SU-10001165
2707,6/21/2017,Standard Class,AB-10255,OFF-PA-10001246
2708,6/21/2017,Standard Class,AB-10255,OFF-PA-10001815
2709,2/6/2015,Standard Class,CC-12145,FUR-FU-10001876
2710,2/6/2015,Standard Class,CC-12145,TEC-MA-10000488
2711,12/15/2015,Standard Class,GH-14425,OFF-BI-10001098
2712,10/11/2017,First Class,CP-12085,FUR-FU-10003577
2713,8/1/2017,Second Class,GM-14440,OFF-AR-10002656
2714,4/29/2014,Standard Class,LC-16885,TEC-PH-10004531
2715,12/6/2015,Standard Class,BT-11305,OFF-AR-10003251
2716,12/8/2014,Standard Class,CP-12085,TEC-PH-10000673
2717,9/1/2017,Standard Class,SC-20680,TEC-AC-10000158
2718,9/13/2014,Standard Class,DK-13375,TEC-PH-10002075
2719,12/27/2017,Standard Class,SE-20110,OFF-ST-10004340
2720,12/8/2014,Second Class,LF-17185,FUR-FU-10002759
2721,11/8/2014,Second Class,ON-18715,OFF-FA-10000585
2722,11/8/2014,Second Class,ON-18715,OFF-AP-10004859
2723,4/19/2016,Second Class,TB-21400,OFF-ST-10001558
2724,10/8/2014,Standard Class,DF-13135,OFF-LA-10004689
2725,10/8/2014,Standard Class,DF-13135,OFF-BI-10002867
2726,11/13/2017,Standard Class,EP-13915,TEC-PH-10003811
2727,11/13/2017,Standard Class,EP-13915,FUR-TA-10000849
2728,12/24/2017,First Class,SK-19990,OFF-BI-10000848
2729,12/24/2017,First Class,SK-19990,TEC-PH-10003072
2730,2/19/2017,Standard Class,FH-14350,OFF-AR-10001547
2731,2/19/2017,Standard Class,FH-14350,TEC-AC-10001838
2732,2/19/2017,Standard Class,FH-14350,FUR-FU-10004017
2733,7/6/2014,Standard Class,EH-13945,TEC-PH-10002923
2734,7/6/2014,Standard Class,EH-13945,OFF-AR-10000716
2735,2/23/2015,Second Class,JE-15715,OFF-PA-10000249
2736,11/19/2015,Standard Class,KL-16645,TEC-PH-10003691
2737,11/19/2015,Standard Class,KL-16645,OFF-PA-10001560
2738,11/19/2015,Standard Class,KL-16645,FUR-BO-10004467
2739,11/19/2015,Standard Class,KL-16645,TEC-PH-10001819
2740,4/18/2017,First Class,EB-13750,OFF-SU-10000157
2741,4/18/2017,First Class,EB-13750,TEC-AC-10004227
2742,2/27/2016,Second Class,BD-11725,OFF-EN-10003134
2743,11/8/2014,Standard Class,MS-17530,FUR-FU-10004671
2744,6/25/2015,Second Class,SC-20770,FUR-FU-10002253
2745,6/25/2015,Second Class,SC-20770,TEC-PH-10002726
2746,8/11/2017,Second Class,FM-14380,TEC-AC-10004571
2747,5/17/2014,Standard Class,KT-16480,FUR-TA-10002228
2748,11/26/2015,Standard Class,AP-10720,TEC-AC-10004127
2749,12/8/2015,Standard Class,RH-19555,OFF-BI-10001553
2750,6/14/2014,Standard Class,CS-11950,FUR-CH-10002758
2751,8/11/2014,Second Class,TM-21010,OFF-ST-10000532
2752,5/30/2014,Standard Class,HF-14995,FUR-CH-10000988
2753,4/21/2015,Standard Class,GA-14515,OFF-AR-10003251
2754,4/21/2015,Standard Class,GA-14515,TEC-AC-10003174
2755,4/21/2015,Standard Class,GA-14515,TEC-PH-10002310
2756,4/21/2015,Standard Class,GA-14515,OFF-AP-10002651
2757,4/21/2015,Standard Class,GA-14515,OFF-PA-10001184
2758,6/13/2016,Second Class,ES-14020,TEC-AC-10002402
2759,3/15/2016,Standard Class,JP-16135,FUR-FU-10004270
2760,3/15/2016,Standard Class,JP-16135,OFF-ST-10001526
2761,5/29/2014,First Class,Dp-13240,OFF-PA-10002893
2762,10/14/2017,First Class,NK-18490,TEC-AC-10003709
2763,10/14/2017,First Class,NK-18490,OFF-BI-10001191
2764,6/28/2017,Standard Class,PL-18925,OFF-BI-10003166
2765,6/28/2017,Standard Class,PL-18925,OFF-BI-10003982
2766,6/28/2017,Standard Class,PL-18925,OFF-ST-10004835
2767,1/18/2017,First Class,RW-19690,OFF-AP-10000159
2768,1/18/2017,First Class,RW-19690,OFF-AP-10002945
2769,4/7/2015,Standard Class,MO-17950,OFF-AP-10001242
2770,4/7/2015,Standard Class,MO-17950,TEC-AC-10003038
2771,4/7/2015,Standard Class,MO-17950,TEC-AC-10003289
2772,9/10/2016,Standard Class,JJ-15445,OFF-ST-10000918
2773,12/12/2017,First Class,BT-11680,FUR-FU-10001940
2774,11/26/2016,Standard Class,RD-19585,OFF-BI-10002852
2775,11/18/2017,Standard Class,ML-17755,OFF-PA-10004451
2776,10/25/2016,Standard Class,JE-15745,OFF-ST-10004804
2777,12/25/2015,Standard Class,ER-13855,OFF-AP-10003971
2778,7/19/2015,Second Class,JM-15535,FUR-BO-10003159
2779,5/5/2017,Standard Class,SS-20140,FUR-FU-10001935
2780,5/5/2017,Standard Class,SS-20140,TEC-AC-10003433
2781,5/8/2017,First Class,TC-21295,OFF-LA-10004544
2782,11/27/2017,Standard Class,HG-15025,OFF-AR-10001026
2783,11/16/2016,Standard Class,LD-17005,TEC-PH-10001336
2784,11/10/2016,Standard Class,AS-10285,TEC-PH-10003187
2785,10/15/2016,Standard Class,MP-17965,TEC-PH-10004897
2786,9/23/2015,First Class,CD-12790,FUR-CH-10004997
2787,9/23/2015,First Class,CD-12790,OFF-FA-10002763
2788,12/6/2014,Standard Class,MD-17860,FUR-FU-10001588
2789,12/6/2014,Standard Class,MD-17860,OFF-AR-10000940
2790,12/6/2014,Standard Class,MD-17860,FUR-FU-10002759
2791,9/22/2014,First Class,BM-11650,OFF-AP-10000358
2792,9/22/2014,First Class,BM-11650,OFF-AP-10003281
2793,9/22/2014,First Class,BM-11650,OFF-PA-10000029
2794,4/17/2014,Standard Class,KN-16450,TEC-PH-10001557
2795,4/17/2014,Standard Class,KN-16450,TEC-PH-10000576
2796,4/17/2014,Standard Class,KN-16450,OFF-BI-10002764
2797,4/17/2014,Standard Class,KN-16450,FUR-BO-10001337
2798,10/27/2017,Standard Class,IG-15085,OFF-AR-10002257
2799,10/27/2017,Standard Class,IG-15085,OFF-PA-10001019
2800,10/27/2017,Standard Class,IG-15085,OFF-BI-10003364
2801,10/28/2016,First Class,JS-15595,TEC-PH-10000984
2802,11/4/2015,First Class,GA-14725,OFF-AR-10001683
2803,11/8/2017,Standard Class,DL-13330,FUR-FU-10000629
2804,5/16/2015,Standard Class,CS-12505,OFF-PA-10003893
2805,5/16/2015,Standard Class,CS-12505,OFF-PA-10004239
2806,9/11/2015,Standard Class,CC-12145,FUR-CH-10000553
2807,7/27/2015,Second Class,MH-18025,OFF-FA-10004395
2808,7/27/2015,Second Class,MH-18025,OFF-PA-10004782
2809,7/27/2015,Second Class,MH-18025,FUR-BO-10002213
2810,7/27/2015,Second Class,MH-18025,FUR-CH-10001854
2811,11/18/2015,Second Class,MP-18175,OFF-PA-10000157
2812,11/18/2015,Second Class,MP-18175,FUR-FU-10001185
2813,11/18/2015,Second Class,MP-18175,FUR-TA-10001520
2814,11/18/2015,Second Class,MP-18175,TEC-AC-10004145
2815,11/18/2015,Second Class,MP-18175,FUR-TA-10000688
2816,9/8/2015,Standard Class,DR-12940,OFF-BI-10001510
2817,9/8/2015,Standard Class,DR-12940,FUR-CH-10003817
2818,9/8/2015,Standard Class,DR-12940,FUR-FU-10000308
2819,9/8/2015,Standard Class,DR-12940,OFF-ST-10003208
2820,5/8/2016,First Class,DM-13015,OFF-BI-10003784
2821,5/8/2016,First Class,DM-13015,FUR-TA-10003748
2822,1/5/2017,Standard Class,BD-11620,TEC-PH-10002563
2823,9/20/2017,First Class,DC-12850,OFF-AR-10000122
2824,9/20/2017,First Class,DC-12850,OFF-ST-10000352
2825,9/30/2014,Standard Class,MT-18070,OFF-PA-10003270
2826,9/30/2014,Standard Class,MT-18070,FUR-BO-10003272
2827,9/30/2014,Standard Class,MT-18070,OFF-BI-10002982
2828,9/30/2014,Standard Class,MT-18070,OFF-EN-10001509
2829,4/26/2016,First Class,MJ-17740,OFF-PA-10002421
2830,4/26/2016,First Class,MJ-17740,OFF-ST-10000760
2831,4/26/2016,First Class,MJ-17740,OFF-PA-10002923
2832,11/5/2014,Standard Class,ND-18370,OFF-ST-10001128
2833,11/5/2014,Standard Class,ND-18370,TEC-PH-10000673
2834,1/31/2017,Second Class,CA-11965,OFF-AR-10001547
2835,1/31/2017,Second Class,CA-11965,OFF-BI-10001890
2836,11/16/2017,Standard Class,GA-14725,OFF-AP-10003971
2837,11/16/2017,Standard Class,GA-14725,OFF-PA-10000520
2838,11/16/2017,Standard Class,GA-14725,OFF-BI-10000977
2839,6/12/2016,First Class,TC-21295,TEC-MA-10002178
2840,9/8/2015,Second Class,JB-15400,OFF-ST-10001526
2841,3/19/2014,Standard Class,CK-12325,FUR-CH-10003379
2842,9/4/2017,Second Class,RL-19615,OFF-PA-10000100
2843,3/27/2017,Standard Class,AC-10660,OFF-ST-10001809
2844,5/22/2017,Standard Class,BH-11710,TEC-AC-10000387
2845,12/31/2016,Standard Class,BG-11695,FUR-CH-10004853
2846,11/20/2017,First Class,XP-21865,OFF-AR-10001958
2847,9/15/2017,Standard Class,SN-20560,OFF-BI-10003527
2848,4/15/2017,Standard Class,DM-13345,FUR-FU-10003832
2849,4/15/2017,Standard Class,DM-13345,OFF-BI-10001359
2850,12/3/2016,Standard Class,AJ-10780,OFF-BI-10002976
2851,6/5/2016,First Class,KC-16255,OFF-ST-10000736
2852,12/22/2017,Standard Class,VF-21715,OFF-PA-10001745
2853,3/21/2016,Second Class,SV-20935,FUR-FU-10000409
2854,3/21/2016,Second Class,SV-20935,FUR-FU-10000221
2855,8/20/2017,Same Day,EM-13810,OFF-ST-10000344
2856,7/31/2017,Standard Class,RB-19360,OFF-LA-10003663
2857,8/29/2016,First Class,DJ-13510,FUR-CH-10001215
2858,8/17/2016,Second Class,CC-12370,FUR-CH-10000988
2859,5/23/2017,Standard Class,SC-20380,TEC-AC-10003441
2860,5/23/2017,Standard Class,SC-20380,TEC-PH-10004389
2861,5/23/2017,Standard Class,SC-20380,FUR-BO-10004695
2862,5/23/2017,Standard Class,SC-20380,OFF-PA-10000100
2863,8/17/2017,Standard Class,RH-19495,OFF-PA-10000223
2864,8/13/2017,Same Day,JK-15370,OFF-ST-10001325
2865,8/13/2017,Same Day,JK-15370,OFF-AP-10004249
2866,8/13/2017,Same Day,JK-15370,OFF-AR-10000588
2867,8/13/2017,Same Day,JK-15370,OFF-SU-10000946
2868,11/12/2016,Second Class,AF-10885,OFF-SU-10001225
2869,11/12/2016,Second Class,AF-10885,OFF-ST-10001558
2870,6/19/2017,Standard Class,LC-16885,FUR-FU-10001546
2871,3/26/2014,Standard Class,BF-11275,OFF-PA-10002581
2872,3/26/2014,Standard Class,BF-11275,FUR-CH-10001482
2873,6/20/2017,Standard Class,SC-20800,OFF-AR-10002399
2874,11/22/2017,Standard Class,SW-20275,OFF-ST-10001963
2875,12/31/2017,First Class,MC-17845,OFF-FA-10002988
2876,1/23/2016,Second Class,TD-20995,FUR-CH-10004289
2877,1/23/2016,Second Class,TD-20995,FUR-CH-10000785
2878,1/19/2016,Standard Class,Dp-13240,OFF-EN-10003040
2879,1/19/2016,Standard Class,Dp-13240,OFF-AR-10001573
2880,1/19/2016,Standard Class,Dp-13240,TEC-AC-10000844
2881,9/23/2016,Second Class,SD-20485,OFF-BI-10000756
2882,9/23/2016,Second Class,SD-20485,OFF-SU-10000381
2883,2/25/2014,Standard Class,TM-21010,OFF-BI-10004094
2884,11/16/2016,Second Class,BK-11260,FUR-FU-10001852
2885,2/3/2016,Standard Class,JF-15490,OFF-BI-10000014
2886,10/22/2016,Standard Class,EP-13915,FUR-CH-10003396
2887,12/19/2017,First Class,EP-13915,OFF-AR-10003811
2888,12/19/2017,First Class,EP-13915,OFF-PA-10003172
2889,12/19/2017,First Class,EP-13915,OFF-PA-10000289
2890,11/6/2017,Standard Class,KH-16630,OFF-PA-10000791
2891,5/1/2014,Second Class,HG-14845,FUR-CH-10002304
2892,5/1/2014,Second Class,HG-14845,OFF-BI-10000136
2893,10/29/2017,Standard Class,JC-16105,OFF-PA-10003739
2894,10/29/2017,Standard Class,JC-16105,OFF-PA-10002479
2895,10/29/2017,Standard Class,JC-16105,FUR-FU-10000771
2896,10/29/2017,Standard Class,JC-16105,TEC-PH-10001552
2897,4/3/2014,Standard Class,KM-16720,OFF-AR-10001915
2898,1/9/2016,Standard Class,EB-13975,TEC-CO-10000971
2899,4/30/2015,Standard Class,PW-19240,FUR-CH-10004086
2900,9/17/2015,Standard Class,PG-18895,TEC-CO-10000971
2901,9/17/2015,Standard Class,PG-18895,OFF-LA-10001317
2902,9/15/2017,Standard Class,DB-12910,OFF-PA-10003656
2903,6/17/2016,Standard Class,CR-12730,OFF-PA-10002160
2904,7/1/2016,Standard Class,KH-16330,OFF-PA-10000575
2905,7/1/2016,Standard Class,KH-16330,FUR-CH-10003981
2906,9/30/2014,Standard Class,CS-12400,OFF-ST-10002615
2907,11/9/2017,Standard Class,DL-12925,OFF-PA-10000327
2908,11/9/2017,Standard Class,DL-12925,OFF-ST-10001325
2909,11/9/2017,Standard Class,DL-12925,OFF-LA-10001771
2910,2/23/2017,Standard Class,ME-17725,OFF-FA-10004968
2911,11/9/2015,Standard Class,VD-21670,OFF-AP-10000576
2912,6/21/2014,Standard Class,CK-12205,OFF-EN-10003286
2913,6/21/2014,Standard Class,CK-12205,OFF-AR-10003772
2914,6/21/2014,Standard Class,CK-12205,OFF-BI-10002852
2915,10/17/2015,Second Class,DL-12925,TEC-PH-10002890
2916,10/17/2015,Second Class,DL-12925,OFF-BI-10001308
2917,10/17/2015,Second Class,DL-12925,TEC-PH-10001750
2918,8/30/2017,First Class,SE-20110,OFF-AR-10003338
2919,11/23/2016,Same Day,LS-17200,OFF-FA-10002763
2920,11/23/2016,Same Day,LS-17200,FUR-FU-10002088
2921,11/23/2016,Same Day,LS-17200,FUR-FU-10003976
2922,1/30/2017,Same Day,MM-17920,OFF-ST-10001511
2923,12/3/2015,Second Class,DB-13270,OFF-BI-10000301
2924,7/4/2014,Standard Class,RW-19630,OFF-FA-10003495
2925,9/5/2014,First Class,JM-16195,OFF-AP-10001303
2926,9/5/2014,First Class,JM-16195,FUR-FU-10002116
2927,7/14/2017,Second Class,BP-11155,FUR-FU-10000771
2928,6/10/2017,Standard Class,CT-11995,OFF-AR-10002255
2929,10/26/2017,Standard Class,TH-21550,OFF-BI-10004995
2930,11/24/2017,Standard Class,ME-17320,FUR-FU-10002597
2931,8/8/2015,Same Day,TT-21220,OFF-BI-10004970
2932,8/8/2015,Same Day,TT-21220,OFF-BI-10002557
2933,8/8/2015,Same Day,TT-21220,FUR-CH-10000785
2934,12/12/2016,Standard Class,GT-14710,TEC-PH-10002310
2935,12/12/2016,Standard Class,GT-14710,TEC-PH-10002834
2936,12/12/2016,Standard Class,GT-14710,OFF-EN-10000927
2937,12/12/2016,Standard Class,GT-14710,OFF-BI-10001636
2938,12/12/2016,Standard Class,GT-14710,OFF-PA-10001736
2939,12/12/2016,Standard Class,GT-14710,OFF-PA-10000482
2940,12/12/2016,Standard Class,GT-14710,OFF-BI-10001658
2941,3/31/2017,Standard Class,JD-16150,FUR-CH-10000422
2942,3/31/2017,Standard Class,JD-16150,FUR-CH-10004675
2943,3/31/2017,Standard Class,JD-16150,FUR-CH-10002880
2944,11/24/2017,Standard Class,MC-18100,OFF-ST-10000675
2945,11/24/2017,Standard Class,MC-18100,FUR-FU-10002685
2946,11/5/2016,First Class,LH-17020,FUR-FU-10004020
2947,12/18/2017,Standard Class,MP-18175,FUR-FU-10004963
2948,12/18/2017,Standard Class,MP-18175,OFF-BI-10000174
2949,12/18/2017,Standard Class,MP-18175,OFF-EN-10000461
2950,11/12/2017,Same Day,EM-14140,TEC-AC-10001266
2951,11/12/2017,Same Day,EM-14140,OFF-PA-10002160
2952,11/12/2017,Same Day,EM-14140,FUR-CH-10004875
2953,11/12/2017,Same Day,EM-14140,FUR-FU-10000305
2954,11/12/2017,Same Day,EM-14140,TEC-PH-10000347
2955,11/12/2017,Same Day,EM-14140,TEC-PH-10001459
2956,8/24/2016,Standard Class,GG-14650,TEC-PH-10000439
2957,7/4/2017,Standard Class,MA-17995,FUR-CH-10002647
2958,5/9/2017,Standard Class,SH-20395,OFF-BI-10003910
2959,12/29/2015,Standard Class,KT-16465,OFF-BI-10001097
2960,12/29/2015,Standard Class,KT-16465,OFF-FA-10004854
2961,5/1/2017,Standard Class,PO-19180,OFF-PA-10003673
2962,5/1/2017,Standard Class,PO-19180,OFF-LA-10002034
2963,12/21/2017,Second Class,AY-10555,FUR-CH-10002774
2964,12/21/2017,Second Class,AY-10555,FUR-CH-10003817
2965,12/21/2017,Second Class,AY-10555,OFF-BI-10002949
2966,12/21/2017,Second Class,AY-10555,FUR-FU-10002445
2967,12/31/2014,Standard Class,Co-12640,FUR-FU-10001473
2968,12/31/2014,Standard Class,Co-12640,OFF-ST-10002562
2969,11/9/2017,Second Class,JF-15565,OFF-AP-10002118
2970,11/9/2017,Second Class,JF-15565,OFF-PA-10001800
2971,11/9/2017,Second Class,JF-15565,OFF-BI-10002827
2972,11/9/2017,Second Class,JF-15565,FUR-FU-10004671
2973,11/9/2017,Second Class,JF-15565,OFF-ST-10000736
2974,12/20/2017,Standard Class,AR-10510,OFF-BI-10004656
2975,5/12/2015,Standard Class,AG-10675,FUR-TA-10001095
2976,5/12/2015,Standard Class,AG-10675,OFF-PA-10000213
2977,12/4/2017,Same Day,DV-13045,FUR-CH-10001797
2978,10/8/2017,Second Class,HL-15040,OFF-ST-10002214
2979,1/16/2014,Second Class,ND-18370,FUR-CH-10000422
2980,6/17/2015,Standard Class,GB-14575,OFF-PA-10003848
2981,6/17/2015,Standard Class,GB-14575,FUR-FU-10003623
2982,7/18/2014,Standard Class,CL-12565,FUR-CH-10001797
2983,7/18/2014,Standard Class,CL-12565,OFF-BI-10003094
2984,12/11/2014,Second Class,RC-19960,OFF-ST-10002205
2985,12/11/2014,Second Class,RC-19960,FUR-TA-10003238
2986,5/30/2016,Standard Class,JB-16045,FUR-FU-10000755
2987,5/30/2016,Standard Class,JB-16045,OFF-PA-10002893
2988,5/30/2016,Standard Class,JB-16045,OFF-ST-10000689
2989,2/26/2016,Second Class,MC-17635,TEC-AC-10004227
2990,2/26/2016,Second Class,MC-17635,OFF-BI-10000174
2991,2/26/2016,Second Class,MC-17635,OFF-ST-10001809
2992,2/26/2016,Second Class,MC-17635,OFF-BI-10002309
2993,10/6/2016,Standard Class,TT-21265,OFF-AP-10004532
2994,3/17/2017,Standard Class,MJ-17740,OFF-BI-10003091
2995,9/13/2016,Second Class,AT-10735,OFF-BI-10004654
2996,7/21/2014,Standard Class,PB-19150,OFF-ST-10000760
2997,6/25/2014,Standard Class,NW-18400,OFF-EN-10001539
2998,6/25/2014,Standard Class,NW-18400,FUR-FU-10000550
2999,6/25/2014,Standard Class,NW-18400,TEC-AC-10003628
3000,6/25/2014,Standard Class,NW-18400,TEC-MA-10004521
3001,6/25/2014,Standard Class,NW-18400,OFF-AP-10003860
3002,6/25/2014,Standard Class,NW-18400,OFF-BI-10000069
3003,7/10/2015,Standard Class,VP-21730,OFF-BI-10003655
3004,12/23/2017,Standard Class,RD-19810,OFF-BI-10001628
3005,9/10/2016,First Class,MG-17875,OFF-AP-10003779
3006,5/21/2014,Standard Class,PA-19060,OFF-BI-10000666
3007,10/15/2017,First Class,CR-12730,OFF-AP-10000828
3008,10/29/2014,Standard Class,AA-10375,OFF-BI-10002706
3009,12/6/2016,First Class,JG-15160,FUR-FU-10004748
3010,7/29/2016,Standard Class,RR-19525,OFF-AP-10000026
3011,4/23/2017,Standard Class,SR-20425,OFF-BI-10000773
3012,4/23/2017,Standard Class,SR-20425,TEC-MA-10000822
3013,4/23/2017,Standard Class,SR-20425,OFF-BI-10001543
3014,4/23/2017,Standard Class,SR-20425,OFF-BI-10003355
3015,4/23/2017,Standard Class,SR-20425,OFF-PA-10002005
